artist_name,album_name,track_name,ts,is_non_music,hour,day_of_week,month,year,play_count
Edwin Starr,25 Miles,Twenty Five Miles,2021-05-25 23:18:00,False,23,Tuesday,5,2021,2
Greyhounds,Change of Pace,Devil's Eyes,2021-05-25 23:15:00,False,23,Tuesday,5,2021,3
Murs,Have a Nice Life,Pussy and Pizza,2021-05-25 23:12:00,False,23,Tuesday,5,2021,3
King Green,Opera (feat. Method Man),Opera (feat. Method Man),2021-05-25 23:08:00,False,23,Tuesday,5,2021,2
Mouthe,NUVO,Sweet Potato,2021-05-25 23:05:00,False,23,Tuesday,5,2021,1
The Presidents of the United States of America,Freaked Out And Small,Meanwhile Back in the City,2021-05-25 23:01:00,False,23,Tuesday,5,2021,4
Honey Hounds,No Sleep,Spinach,2021-05-25 22:56:00,False,22,Tuesday,5,2021,4
Moontricks,All I Know,All I Know,2021-05-25 22:50:00,False,22,Tuesday,5,2021,2
The Heavy,Great Vengeance and Furious Fire,Our Special Place,2021-05-25 22:46:00,False,22,Tuesday,5,2021,4
Daily Bread,Big Beat Ignition: Denver,Moreland Ave Blues,2021-05-25 22:43:00,False,22,Tuesday,5,2021,2
Perfect Confusion,Perfect Confusion,Make Peace and be Free,2021-05-25 22:39:00,False,22,Tuesday,5,2021,5
Zach Deputy,Wash It in the Water,Put It In The Boogie,2021-05-25 22:35:00,False,22,Tuesday,5,2021,5
Tom Petty,Highway Companion,Saving Grace,2021-05-25 21:59:00,False,21,Tuesday,5,2021,5
Macklemore,The Heist (Deluxe Edition),Wing$,2021-05-25 20:09:00,False,20,Tuesday,5,2021,4
Macklemore,The Heist (Deluxe Edition),Jimmy Iovine (feat. Ab-Soul),2021-05-25 20:05:00,False,20,Tuesday,5,2021,3
Macklemore,The Heist (Deluxe Edition),White Walls (feat. ScHoolBoy Q & Hollis),2021-05-25 20:01:00,False,20,Tuesday,5,2021,1
Macklemore,The Heist (Deluxe Edition),Bombom (feat. The Teaching),2021-05-25 19:56:00,False,19,Tuesday,5,2021,4
Macklemore,The Heist (Deluxe Edition),Neon Cathedral (feat. Allen Stone),2021-05-25 19:52:00,False,19,Tuesday,5,2021,6
Macklemore,The Heist (Deluxe Edition),Make the Money,2021-05-25 19:48:00,False,19,Tuesday,5,2021,3
Macklemore,The Heist (Deluxe Edition),Same Love (feat. Mary Lambert),2021-05-25 19:43:00,False,19,Tuesday,5,2021,5
Macklemore,The Heist (Deluxe Edition),Thin Line (feat. Buffalo Madonna),2021-05-25 19:38:00,False,19,Tuesday,5,2021,4
Macklemore,The Heist (Deluxe Edition),Thrift Shop (feat. Wanz),2021-05-25 19:34:00,False,19,Tuesday,5,2021,6
Macklemore,The Heist (Deluxe Edition),Can't Hold Us (feat. Ray Dalton),2021-05-25 19:30:00,False,19,Tuesday,5,2021,20
Macklemore,The Heist (Deluxe Edition),Ten Thousand Hours,2021-05-25 19:26:00,False,19,Tuesday,5,2021,6
X-Ecutioners,Built From Scratch,It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),2021-05-25 19:15:00,False,19,Tuesday,5,2021,11
Tom Petty,Highway Companion,Saving Grace,2021-05-25 18:49:00,False,18,Tuesday,5,2021,5
Finger Eleven,Them vs. You vs. Me (Deluxe Edition),Paralyzer,2021-05-25 18:46:00,False,18,Tuesday,5,2021,35
Pink Floyd,The Wall,Stop,2021-05-25 18:45:00,False,18,Tuesday,5,2021,8
Queen,Hot Space (2011 Remaster),Under Pressure - Remastered 2011,2021-05-25 18:41:00,False,18,Tuesday,5,2021,6
Highly Suspect,Mister Asylum,Lydia,2021-05-25 18:37:00,False,18,Tuesday,5,2021,72
Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,2021-05-25 18:33:00,False,18,Tuesday,5,2021,10
Muse,The Resistance,Uprising,2021-05-25 18:27:00,False,18,Tuesday,5,2021,1
Pink Floyd,The Dark Side of the Moon,Eclipse,2021-05-25 18:25:00,False,18,Tuesday,5,2021,10
The Guess Who,American Woman,No Sugar Tonight / New Mother Nature,2021-05-25 18:20:00,False,18,Tuesday,5,2021,3
X-Ecutioners,Built From Scratch,It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),2021-05-25 18:16:00,False,18,Tuesday,5,2021,11
Styx,The Grand Illusion,Come Sail Away,2021-05-25 18:10:00,False,18,Tuesday,5,2021,8
Ted Nugent,Ted Nugent,Stranglehold,2021-05-25 18:02:00,False,18,Tuesday,5,2021,15
Journey,Escape,Don't Stop Believin',2021-05-25 17:57:00,False,17,Tuesday,5,2021,26
Queen,News Of The World (Deluxe Remastered Version),We Will Rock You - Remastered,2021-05-25 17:54:00,False,17,Tuesday,5,2021,6
Men at Work,Business As Usual,Down Under,2021-05-25 17:54:00,False,17,Tuesday,5,2021,51
The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - remastered,2021-05-25 17:49:00,False,17,Tuesday,5,2021,23
The Raconteurs,Consolers of the Lonely,Salute Your Solution,2021-05-25 17:44:00,False,17,Tuesday,5,2021,26
Finger Eleven,Them vs. You vs. Me (Deluxe Edition),Paralyzer,2021-05-25 17:40:00,False,17,Tuesday,5,2021,35
Yes,90125 (Deluxe Version),Owner of a Lonely Heart,2021-05-25 17:36:00,False,17,Tuesday,5,2021,15
Pink Floyd,The Wall,Stop,2021-05-25 17:35:00,False,17,Tuesday,5,2021,8
Chuck Berry,Berry Is On Top,Johnny B. Goode,2021-05-25 17:33:00,False,17,Tuesday,5,2021,59
Tom Petty,Highway Companion,Saving Grace,2021-05-25 17:29:00,False,17,Tuesday,5,2021,5
That 1 Guy,The Moon Is Disgusting,The Moon Is Disgusting,2021-05-25 17:23:00,False,17,Tuesday,5,2021,36
Muse,Origin of Symmetry,Feeling Good,2021-05-25 17:20:00,False,17,Tuesday,5,2021,58
X-Ecutioners,Built From Scratch,It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),2021-05-25 17:16:00,False,17,Tuesday,5,2021,11
Genesis,We Can't Dance,Since I Lost You,2021-05-25 17:11:00,False,17,Tuesday,5,2021,36
Queen,Hot Space (2011 Remaster),Under Pressure - Remastered 2011,2021-05-25 17:07:00,False,17,Tuesday,5,2021,6
The Guess Who,American Woman,No Sugar Tonight / New Mother Nature,2021-05-25 17:02:00,False,17,Tuesday,5,2021,3
Genesis,Genesis,Just a Job to Do - 2007 Remaster,2021-05-25 17:02:00,False,17,Tuesday,5,2021,11
Journey,Escape,Don't Stop Believin',2021-05-25 16:21:00,False,16,Tuesday,5,2021,26
Muse,Black Holes and Revelations,Knights of Cydonia,2021-05-25 16:15:00,False,16,Tuesday,5,2021,19
Muse,Black Holes and Revelations,Take a Bow,2021-05-25 16:10:00,False,16,Tuesday,5,2021,49
The Rolling Stones,Sticky Fingers (Remastered),Can't You Hear Me Knocking - 2009 Mix,2021-05-25 16:03:00,False,16,Tuesday,5,2021,2
Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,2021-05-25 15:54:00,False,15,Tuesday,5,2021,19
Guns N' Roses,Use Your Illusion I,November Rain,2021-05-25 15:45:00,False,15,Tuesday,5,2021,13
Gary Clark Jr.,The Story of Sonny Boy Slim,The Healing,2021-05-25 13:41:00,False,13,Tuesday,5,2021,20
FireKid,Firekid,Lay By Me,2021-05-25 13:38:00,False,13,Tuesday,5,2021,53
Tech N9ne,All 6's And 7's,Worldwide Choppers,2021-05-25 13:33:00,False,13,Tuesday,5,2021,27
Spiritual Rez,Apocalypse Whenever,Bring It On,2021-05-25 13:28:00,False,13,Tuesday,5,2021,19
Dr. Dre,2001,Still D.R.E.,2021-05-25 13:15:00,False,13,Tuesday,5,2021,32
Turnpike Troubadours,Diamonds & Gasoline,Long Hot Summer Day,2021-05-25 13:11:00,False,13,Tuesday,5,2021,23
Nonpoint,Recoil (Explicit Content U.S. Version),Rabia,2021-05-25 13:07:00,False,13,Tuesday,5,2021,29
The Jompson Brothers,The Jompson Brothers,On The Run,2021-05-25 13:02:00,False,13,Tuesday,5,2021,21
Devan DuBois,Le Fou,Long Live,2021-05-25 12:59:00,False,12,Tuesday,5,2021,26
The New Basement Tapes,Lost On The River,When I Get My Hands On You,2021-05-25 12:56:00,False,12,Tuesday,5,2021,24
Perpetual Groove,Sweet Oblivious Antidote,Three Weeks,2021-05-25 12:46:00,False,12,Tuesday,5,2021,16
Milkman,Circle of Fifths,Rap Music Is Beneath Me,2021-05-25 12:43:00,False,12,Tuesday,5,2021,18
Big Hongry,Early One Morning,Early One Morning,2021-05-25 12:38:00,False,12,Tuesday,5,2021,17
Dermot Kennedy,Moments Passed,Moments Passed,2021-05-25 12:34:00,False,12,Tuesday,5,2021,25
Deap Vally,Femejism,Royal Jelly,2021-05-25 12:19:00,False,12,Tuesday,5,2021,14
Boo Boo Davis,What Kind of Shit Is This?,If You Ain't Never Had the Blues,2021-05-25 12:14:00,False,12,Tuesday,5,2021,36
OPIUO,Meraki,Life,2021-05-25 12:11:00,False,12,Tuesday,5,2021,29
Little Stranger,Techniques,Bag Full of Money,2021-05-25 02:07:00,False,2,Tuesday,5,2021,8
Mouse Powell,White Rapper,White Rapper,2021-05-25 02:04:00,False,2,Tuesday,5,2021,6
Wrekonize,Lost Souls,Lost Souls,2021-05-25 02:01:00,False,2,Tuesday,5,2021,6
Mac Lethal,Congratulations,Weed & Coffee,2021-05-25 01:57:00,False,1,Tuesday,5,2021,7
Kr3Ture,Anthropocene,Anthropocene,2021-05-25 01:54:00,False,1,Tuesday,5,2021,3
Magic Bronson,Evil Plans (Deluxe Edition),Night Owl,2021-05-25 01:50:00,False,1,Tuesday,5,2021,3
Ryan Caraveo,Butterfly Boy,Peanut Butter Waffles,2021-05-25 01:46:00,False,1,Tuesday,5,2021,3
Monty Python,The Final Rip Off,Parrot (Oh Not Again),2021-05-24 22:26:00,False,22,Monday,5,2021,1
Monty Python,The Final Rip Off,Eric The Half A Bee,2021-05-24 22:24:00,False,22,Monday,5,2021,2
Monty Python,The Final Rip Off,Fish Licence,2021-05-24 22:21:00,False,22,Monday,5,2021,2
Monty Python,The Final Rip Off,Argument,2021-05-24 22:08:00,False,22,Monday,5,2021,1
Monty Python,The Final Rip Off,Australian Table Wine,2021-05-24 22:06:00,False,22,Monday,5,2021,1
Monty Python,The Final Rip Off,Are You Embarrassed Easily?,2021-05-24 22:03:00,False,22,Monday,5,2021,1
Anne-Marie,Our Song,Our Song,2021-05-24 22:03:00,False,22,Monday,5,2021,8
Monty Python,The Final Rip Off,Finland,2021-05-24 21:57:00,False,21,Monday,5,2021,1
Monty Python,The Final Rip Off,Eric The Half A Bee,2021-05-24 21:55:00,False,21,Monday,5,2021,2
Monty Python,The Final Rip Off,Fish Licence,2021-05-24 21:52:00,False,21,Monday,5,2021,2
Monty Python,The Final Rip Off,Constitutional Peasant,2021-05-24 21:49:00,False,21,Monday,5,2021,1
Monty Python,The Final Rip Off,Introduction To 'The Final Rip Off',2021-05-24 21:48:00,False,21,Monday,5,2021,1
Scott H. Biram,The Bad Testament,Swift Driftin',2021-05-24 21:47:00,False,21,Monday,5,2021,20
John Hiatt,The Eclipse Sessions,Over the Hill,2021-05-24 21:32:00,False,21,Monday,5,2021,1
C2 & the Brothers Reed,Mollie,Mollie,2021-05-24 21:28:00,False,21,Monday,5,2021,14
Led Zeppelin,Led Zeppelin III (Remaster),Since I've Been Loving You - Remaster,2021-05-24 21:20:00,False,21,Monday,5,2021,13
Dorothy,Down To The Bottom,Down To The Bottom,2021-05-24 21:18:00,False,21,Monday,5,2021,1
The Dead South,Good Company,The Recap,2021-05-24 21:15:00,False,21,Monday,5,2021,1
Earl St. Clair,My Name Is Earl,Pain,2021-05-24 21:10:00,False,21,Monday,5,2021,79
Anne-Marie,Our Song,Our Song,2021-05-24 14:04:00,False,14,Monday,5,2021,8
P!nk,All I Know So Far,All I Know So Far,2021-05-24 13:57:00,False,13,Monday,5,2021,1
Marshmello,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),2021-05-24 13:55:00,False,13,Monday,5,2021,1
Rob Zombie,Hellbilly Deluxe,Dragula,2021-05-24 01:29:00,False,1,Monday,5,2021,73
Bonnie Raitt,Luck Of The Draw,Papa Come Quick (Jody And Chico),2021-05-24 01:26:00,False,1,Monday,5,2021,30
C2 & the Brothers Reed,Mollie,Mollie,2021-05-24 01:17:00,False,1,Monday,5,2021,14
David Ramirez,The Rooster - EP,The Bad Days,2021-05-24 01:13:00,False,1,Monday,5,2021,24
Sum 41,All Killer No Filler,In Too Deep,2021-05-24 01:09:00,False,1,Monday,5,2021,21
In the Valley Below,The Belt,Peaches,2021-05-24 01:05:00,False,1,Monday,5,2021,46
Nick Jonas,Last Year Was Complicated,Close,2021-05-24 01:01:00,False,1,Monday,5,2021,76
Kat Dahlia,My Garden,Crazy,2021-05-24 00:57:00,False,0,Monday,5,2021,38
Thin Lizzy,Dedication: The Very Best Of Thin Lizzy,Bad Reputation,2021-05-24 00:54:00,False,0,Monday,5,2021,21
Yes,Big Generator,Shoot High Aim Low,2021-05-24 00:47:00,False,0,Monday,5,2021,36
Rainbow Kitten Surprise,RKS,Cocaine Jesus,2021-05-24 00:43:00,False,0,Monday,5,2021,27
Matrimony,Montibello Memories,Giant,2021-05-24 00:39:00,False,0,Monday,5,2021,34
As I Lay Dying,Frail Words Collapse,94 Hours,2021-05-24 00:33:00,False,0,Monday,5,2021,18
Zion I,The Sun Moon And Stars - EP,Dread,2021-05-24 00:30:00,False,0,Monday,5,2021,75
Tribe Society,We Sell Drugs,Smoke Out The Window,2021-05-24 00:27:00,False,0,Monday,5,2021,21
Tribe Society,We Sell Drugs,Smoke Out The Window,2021-05-24 00:23:00,False,0,Monday,5,2021,21
Kail Baxley,Heatstroke / The Wind and the War,Boy Got it Bad,2021-05-24 00:12:00,False,0,Monday,5,2021,19
STS,Better on a Sunday,Better on a Sunday,2021-05-24 00:07:00,False,0,Monday,5,2021,32
Ray LaMontagne,The Changing Man/While It Still Beats (Ouroboros Part 1),The Changing Man/While It Still Beats (Ouroboros Part 1),2021-05-24 00:04:00,False,0,Monday,5,2021,20
Sublime with Rome,Sirens,Sirens (feat. Dirty Heads),2021-05-24 00:00:00,False,0,Monday,5,2021,135
Childish Gambino,This Is America,This Is America,2021-05-23 23:56:00,False,23,Sunday,5,2021,31
Lyrics Born,Real People,Chest Wide Open,2021-05-23 23:15:00,False,23,Sunday,5,2021,30
John Prine,In Spite of Ourselves,In Spite of Ourselves (feat. Iris DeMent),2021-05-23 23:12:00,False,23,Sunday,5,2021,11
twenty one pilots,Heathens,Heathens,2021-05-23 23:06:00,False,23,Sunday,5,2021,35
Dermot Kennedy,Moments Passed,Moments Passed,2021-05-23 23:01:00,False,23,Sunday,5,2021,25
Sarah Jarosz,Undercurrent,House Of Mercy,2021-05-23 22:54:00,False,22,Sunday,5,2021,36
Gawne,Terminal,Death to Mumble Rap,2021-05-23 22:49:00,False,22,Sunday,5,2021,18
Mouse Powell,White Rapper,White Rapper,2021-05-23 22:46:00,False,22,Sunday,5,2021,6
Billy Ocean,The Very Best Of Billy Ocean,Get Outta My Dreams Get into My Car,2021-05-23 16:31:00,False,16,Sunday,5,2021,3
Joan Jett and the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'n' Roll,2021-05-23 16:26:00,False,16,Sunday,5,2021,8
Guns N' Roses,Appetite for Destruction,Welcome to the Jungle,2021-05-23 16:26:00,False,16,Sunday,5,2021,15
Joan Jett and the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'n' Roll,2021-05-23 16:23:00,False,16,Sunday,5,2021,8
Salt-N-Pepa,Hot Cool & Vicious,Push It,2021-05-23 16:19:00,False,16,Sunday,5,2021,3
George Michael,Faith,Faith - Remastered,2021-05-23 16:15:00,False,16,Sunday,5,2021,4
Queen,The Game (2011 Remaster),Crazy Little Thing Called Love - Remastered 2011,2021-05-23 16:13:00,False,16,Sunday,5,2021,2
Journey,The Essential Journey,Don't Stop Believin',2021-05-23 16:09:00,False,16,Sunday,5,2021,26
Def Leppard,Hysteria,Hysteria,2021-05-23 16:03:00,False,16,Sunday,5,2021,2
Fine Young Cannibals,The Platinum Collection,She Drives Me Crazy,2021-05-23 15:59:00,False,15,Sunday,5,2021,6
Roxette,Look Sharp! (2009 Version),The Look,2021-05-23 15:55:00,False,15,Sunday,5,2021,1
Paul Simon,Graceland (25th Anniversary Deluxe Edition),You Can Call Me Al,2021-05-23 15:52:00,False,15,Sunday,5,2021,50
Robert Palmer,Riptide,Addicted to Love,2021-05-23 15:46:00,False,15,Sunday,5,2021,25
The Beach Boys,Greatest Hits,Kokomo,2021-05-23 15:42:00,False,15,Sunday,5,2021,1
Phil Collins,No Jacket Required (2016 Remaster),Sussudio - 2016 Remaster,2021-05-23 15:38:00,False,15,Sunday,5,2021,4
Fleetwood Mac,Tango In The Night (Deluxe Edition),Little Lies - 2017 Remaster,2021-05-23 15:34:00,False,15,Sunday,5,2021,1
Billy Idol,Greatest Hits,Rebel Yell - Remastered,2021-05-23 15:29:00,False,15,Sunday,5,2021,1
Wang Chung,Best Of,Dance Hall Days (Re-Recorded),2021-05-23 15:25:00,False,15,Sunday,5,2021,1
Genesis,Invisible Touch,Land Of Confusion - 2007 Remaster,2021-05-23 15:21:00,False,15,Sunday,5,2021,5
Skid Row,Skid Row,18 and Life,2021-05-23 15:21:00,False,15,Sunday,5,2021,37
Genesis,Invisible Touch,Land Of Confusion - 2007 Remaster,2021-05-23 15:16:00,False,15,Sunday,5,2021,5
Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2021-05-23 15:11:00,False,15,Sunday,5,2021,18
Elton John,Too Low For Zero,I'm Still Standing,2021-05-23 15:08:00,False,15,Sunday,5,2021,3
Phil Collins,The Singles (Expanded),Against All Odds (Take a Look at Me Now) - 2016 Remaster,2021-05-23 15:08:00,False,15,Sunday,5,2021,2
Elton John,Rocket Man (Deluxe Edition),I'm Still Standing,2021-05-23 15:05:00,False,15,Sunday,5,2021,3
Queen,Hot Space (2011 Remaster),Under Pressure - Remastered 2011,2021-05-23 15:01:00,False,15,Sunday,5,2021,6
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer of '69,2021-05-23 14:57:00,False,14,Sunday,5,2021,8
a-ha,Hunting High and Low,Take On Me,2021-05-23 14:53:00,False,14,Sunday,5,2021,6
Michael Jackson,Thriller 25 Super Deluxe Edition,Billie Jean,2021-05-23 14:48:00,False,14,Sunday,5,2021,29
Tina Turner,What's Love Got To Do With It?,What's Love Got to Do with It,2021-05-23 14:45:00,False,14,Sunday,5,2021,7
The Police,Stranger Things (Soundtrack from the Netflix Original Series),Every Breath You Take,2021-05-23 14:41:00,False,14,Sunday,5,2021,4
U2,The Joshua Tree (Deluxe Edition Remastered),I Still Haven't Found What I'm Looking For,2021-05-23 14:36:00,False,14,Sunday,5,2021,4
Hozier,Hozier (Expanded Edition),Like Real People Do,2021-05-23 13:26:00,False,13,Sunday,5,2021,9
Chill Bump,Twelve,Twelve,2021-05-23 13:24:00,False,13,Sunday,5,2021,1
Stick Figure,Fire on the Horizon (LabRat Remix),Fire on the Horizon (LabRat Remix),2021-05-23 00:59:00,False,0,Sunday,5,2021,19
Dave Rawlings Machine,Nashville Obsolete,Bodysnatchers,2021-05-23 00:53:00,False,0,Sunday,5,2021,18
The Floozies,Sunroof Cadillac,Sunroof Cadillac,2021-05-22 22:33:00,False,22,Saturday,5,2021,48
Guns N' Roses,Greatest Hits (EU Version),You Could Be Mine,2021-05-22 20:02:00,False,20,Saturday,5,2021,33
Conner Youngblood,Confidence EP,Confidence,2021-05-22 19:57:00,False,19,Saturday,5,2021,30
Prince,Nothing Compares 2 U,Nothing Compares 2 U,2021-05-22 19:52:00,False,19,Saturday,5,2021,37
Prince,Nothing Compares 2 U,Nothing Compares 2 U,2021-05-22 19:49:00,False,19,Saturday,5,2021,37
Kr3Ture,Anthropocene,Anthropocene,2021-05-22 19:45:00,False,19,Saturday,5,2021,3
The Record Company,Give It Back to You,Off the Ground,2021-05-22 19:24:00,False,19,Saturday,5,2021,28
Ryan Caraveo,Butterfly Boy,Peanut Butter Waffles,2021-05-22 19:20:00,False,19,Saturday,5,2021,3
Rihanna,Good Girl Gone Bad,Don't Stop the Music,2021-05-22 19:15:00,False,19,Saturday,5,2021,2
Kygo,Golden Hour,Higher Love,2021-05-22 19:12:00,False,19,Saturday,5,2021,13
Train,Save Me San Francisco (Golden Gate Edition),Hey Soul Sister,2021-05-22 19:08:00,False,19,Saturday,5,2021,9
Miley Cyrus,The Time of Our Lives,Party in the U.S.A.,2021-05-22 19:05:00,False,19,Saturday,5,2021,14
One Direction,Up All Night,What Makes You Beautiful,2021-05-22 19:01:00,False,19,Saturday,5,2021,14
Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),2021-05-22 17:24:00,False,17,Saturday,5,2021,9
Bruno Mars,24K Magic,That's What I Like,2021-05-22 17:22:00,False,17,Saturday,5,2021,52
Lady Gaga,Born This Way (Special Edition),Born This Way,2021-05-22 17:18:00,False,17,Saturday,5,2021,15
Dolly Parton,9 to 5 and Odd Jobs,9 to 5,2021-05-22 17:15:00,False,17,Saturday,5,2021,9
Fitz and the Tantrums,Fitz and the Tantrums (Deluxe Edition),HandClap,2021-05-22 17:12:00,False,17,Saturday,5,2021,5
Fitz and the Tantrums,Fitz and the Tantrums (Deluxe Edition),HandClap,2021-05-22 17:08:00,False,17,Saturday,5,2021,5
Avicii,True,Wake Me Up,2021-05-22 17:05:00,False,17,Saturday,5,2021,18
Stick Figure,World on Fire,Whiskey Sun (feat. TJ O'Neill),2021-05-22 15:26:00,False,15,Saturday,5,2021,26
7Horse,Let The 7Horse Run,Low Fuel Drug Run,2021-05-22 15:22:00,False,15,Saturday,5,2021,21
Trapdoor,Bison,Hi Ho Silver and Gold,2021-05-22 15:18:00,False,15,Saturday,5,2021,31
Matt and Kim,ALMOST EVERYDAY,Forever,2021-05-22 15:16:00,False,15,Saturday,5,2021,20
Rebelution,Count Me In,Fade Away,2021-05-22 15:12:00,False,15,Saturday,5,2021,73
Shawn Mendes,Shawn Mendes (Deluxe),Señorita,2021-05-22 15:09:00,False,15,Saturday,5,2021,23
Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,2021-05-22 15:03:00,False,15,Saturday,5,2021,62
Aviva,VOLUME I,GRRRLS,2021-05-22 14:01:00,False,14,Saturday,5,2021,74
Halsey,Manic,Graveyard - Acoustic,2021-05-22 13:57:00,False,13,Saturday,5,2021,12
Sarah Jaffe,Don't Disconnect,Defense,2021-05-22 13:38:00,False,13,Saturday,5,2021,26
Stop Light Observations,Toogoodoo,Aquarius Apocalyptic,2021-05-22 13:33:00,False,13,Saturday,5,2021,26
Donna Missal,Keep Lying (Demo),Keep Lying (Demo),2021-05-22 13:23:00,False,13,Saturday,5,2021,25
EKOH,The Detour,Pickle Rick,2021-05-22 13:20:00,False,13,Saturday,5,2021,23
Dan Auerbach,Keep It Hid,Trouble Weighs A Ton,2021-05-21 23:07:00,False,23,Friday,5,2021,4
Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,2021-05-21 22:42:00,False,22,Friday,5,2021,3
Van Halen,Diver Down (Remastered),(Oh) Pretty Woman - 2015 Remaster,2021-05-21 22:40:00,False,22,Friday,5,2021,1
Metallica,Metallica,Enter Sandman,2021-05-21 22:34:00,False,22,Friday,5,2021,22
Rush,Permanent Waves,The Spirit of Radio,2021-05-21 22:29:00,False,22,Friday,5,2021,4
Weezer,Weezer,Buddy Holly,2021-05-21 22:27:00,False,22,Friday,5,2021,6
Futuristic,The Rise,The Greatest,2021-05-21 21:49:00,False,21,Friday,5,2021,14
Connor Price,Happy Alone,Happy Alone,2021-05-21 21:46:00,False,21,Friday,5,2021,3
Ryan Caraveo,Butterfly Boy,Peanut Butter Waffles,2021-05-21 21:43:00,False,21,Friday,5,2021,3
Connor Price,You,You,2021-05-21 21:38:00,False,21,Friday,5,2021,7
Jon Bellion,All Time Low (Acoustic),All Time Low - Acoustic,2021-05-21 21:35:00,False,21,Friday,5,2021,16
Connor Price,Love Language,Love Language,2021-05-21 21:32:00,False,21,Friday,5,2021,29
MAX,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),2021-05-21 21:29:00,False,21,Friday,5,2021,1
Connor Price,Courteney Cox (feat. Idris Elba) [Extended],Courteney Cox - Extended,2021-05-21 21:26:00,False,21,Friday,5,2021,27
EKOH,The Detour,Pickle Rick,2021-05-21 21:22:00,False,21,Friday,5,2021,23
Connor Price,Typical Rapper,Typical Rapper,2021-05-21 21:20:00,False,21,Friday,5,2021,30
Gawne,Terminal,Death to Mumble Rap,2021-05-21 21:15:00,False,21,Friday,5,2021,18
Connor Price,The Birds,The Birds,2021-05-21 21:12:00,False,21,Friday,5,2021,27
Dan Auerbach,Keep It Hid,Mean Monsoon,2021-05-21 21:09:00,False,21,Friday,5,2021,4
Stick Figure,World on Fire,Rise and Fall,2021-05-21 21:08:00,False,21,Friday,5,2021,20
Stick Figure,World on Fire,The Great Unknown,2021-05-21 21:04:00,False,21,Friday,5,2021,20
Stick Figure,World on Fire,Easy Runaway,2021-05-21 20:01:00,False,20,Friday,5,2021,35
Stick Figure,World on Fire,Summertime (feat. Citizen Cope),2021-05-21 20:01:00,False,20,Friday,5,2021,27
Stick Figure,World on Fire,Whiskey Sun (feat. TJ O'Neill),2021-05-21 19:57:00,False,19,Friday,5,2021,26
Stick Figure,World on Fire,Above the Storm,2021-05-21 19:52:00,False,19,Friday,5,2021,44
Stick Figure,World on Fire,All for You,2021-05-21 19:47:00,False,19,Friday,5,2021,44
Stick Figure,World on Fire,Shine,2021-05-21 19:43:00,False,19,Friday,5,2021,52
Stick Figure,World on Fire,Angels Above Me,2021-05-21 19:38:00,False,19,Friday,5,2021,36
Stick Figure,World on Fire,World On fire (Feat. Slightly Stoopid),2021-05-21 19:34:00,False,19,Friday,5,2021,88
Stick Figure,World on Fire,Once in a Lifetime,2021-05-21 19:30:00,False,19,Friday,5,2021,52
SOJA,Something To Believe In,Something To Believe In,2021-05-21 19:24:00,False,19,Friday,5,2021,4
Cold War Kids,Hold My Home,First,2021-05-21 19:20:00,False,19,Friday,5,2021,61
Prophets of Rage,Prophets Of Rage,Prophets of Rage,2021-05-21 19:17:00,False,19,Friday,5,2021,2
Jack White,Lazaretto,Lazaretto,2021-05-21 19:13:00,False,19,Friday,5,2021,5
Gary Clark Jr.,Blak and Blu (Deluxe Edition),Bright Lights,2021-05-21 19:10:00,False,19,Friday,5,2021,2
Alabama Shakes,Boys & Girls,Hold On,2021-05-21 19:04:00,False,19,Friday,5,2021,26
Judah & the Lion,Folk Hop N' Roll (Deluxe),Take It All Back 2.0,2021-05-21 19:01:00,False,19,Friday,5,2021,1
The Black Keys,Brothers,Howlin' for You,2021-05-21 18:57:00,False,18,Friday,5,2021,5
Greta Van Fleet,From The Fires,Highway Tune,2021-05-21 18:54:00,False,18,Friday,5,2021,2
Highly Suspect,Mister Asylum,Lydia,2021-05-21 18:51:00,False,18,Friday,5,2021,72
Tom Morello,Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik),Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik),2021-05-21 18:47:00,False,18,Friday,5,2021,31
Nathaniel Rateliff & the Night Sweats,Nathaniel Rateliff & The Night Sweats,S.O.B.,2021-05-21 18:42:00,False,18,Friday,5,2021,60
Dan Auerbach,Keep It Hid,Goin' Home,2021-05-21 18:35:00,False,18,Friday,5,2021,2
Dan Auerbach,Keep It Hid,Street Walkin',2021-05-21 18:30:00,False,18,Friday,5,2021,2
